TC,"Maybe not-- I would maybe not, sorry, accept uploads directly to the server with those invalid licenses. I think I would try to stay compatible with Hackage, but also try to orient the new uploaders once we open for submissions towards SPDX licenses for example.",
AL,"Right, OK. Mm-hm.",
TC,"It's a very-- it's a balance to find, between the amount of compatibility you want to have, but also where you want to take the ecosystem. Because it's about having a vision in the end, you can't just be passive, be in the reaction of things that happen. If you lead a package repository, it means you have a certain impact on the ecosystem, naturally. But then you need to acknowledge that power that you have, and it's a bit cliché but use it for good. Or at least if you use it for evil, people will be able to denounce you properly, instead of saying ""well, not much activity, this seems to be very passive"". It's a bit weird.",(!) bit confused at the end
AL,"It's certainly good that there is movement again in this general area. I think both Cabal and Hackage have always been suffering from an overall lack of maintainers, and Hackage drastically moreso than Cabal I would say. It's just good to see that something is happening. It's probably a little bit early to see how it's exactly going to evolve, but at least it's creating movement and is giving you an opportunity to try out new things.

Even though I can imagine that it's a little bit of conflicting goals, of originally just trying to be a read-only index but at the same time wanting to try out lots of new things that only really make sense once you have uploaders-- or I guess even the user system that you mentioned does not play that big a role if it's essentially just a read-only site, right.",
TC,"Yeah. If we can focus on being a read-only site for a while, it means we don't have to rush anything sensitive regarding user systems or security. So we can take our time to push the features when they're ready. Same for the candidates feature: if we don't upload, we can allow ourselves to work fully on a release candidate feature, and not botch it.

So yes-- it's an interesting journey. I think the most important is to have a vision, a product vision, where you want to take your users. You can backpedal if needed, but I think it's much easier to go to another direction if you're wrong, if you're misguided, rather than get out of your slumber-- of your sleep, if the maintainers of the ecosystem have been very passive and somnolent for the past years.

But maybe it's only my ADHD speaking right now...",
AL,(laughs),
TC,"...I'm everywhere, I'm always doing something.",
NV,I think we all want a better version of Hackage.,
TC,Yes we do.,
AL,"Yeah, I think we'd all be happy. I would be immensely happy to just have reverse dependencies within Hackage. I think I would be even happier if we had support for collections, similar to Stackage, directly within Hackage as well.","(!) 01:02:55 audio artifact, bad cutoff"
TC,Oh that would be wonderful.,
AL,"So that would be, that would be good. It's amazing, you have so many projects going on, I think we could probably talk for another hour if we wanted to without any problems but, I think we should also probably come to an end.",
TC,Yes.,
AL,"OK, then thank you so much Théophile for telling us all about your efforts and projects, and I wish you the best for, um, yeah (laughs)",
TC,"For the rest, yes!",
AL,"For all these different things, I hope they all are very successful, and perhaps we can talk again in a year or something and see where it all got to.",
TC,"Absolutely. I was honored to be invited, thank you very much.",
NV,Thank you!,
